premise	hypothesis	entailment	reasoning_type	function_name
The cup is in contact with the ball and the ball is touching the chair.	The cup is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the ball and the ball is in contact with the chair.	The cup is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the ball and the ball is in contact with the chair.	The cup is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the ball and the ball is touching the water.	The cup is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the ball and the ball is touching the water.	The cup is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the ball and the ball is in contact with the water.	The cup is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the ball and the ball is in contact with the water.	The cup is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the ball and the ball is touching the water.	The cup is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the ball and the ball is touching the water.	The cup is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the ball and the ball is in contact with the water.	The cup is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the ball and the ball is in contact with the water.	The cup is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the ball and the ball is touching the table.	The cup is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the ball and the ball is touching the table.	The cup is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the ball and the ball is in contact with the table.	The cup is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the ball and the ball is in contact with the table.	The cup is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the ball and the ball is touching the table.	The cup is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the ball and the ball is touching the table.	The cup is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the ball and the ball is in contact with the table.	The cup is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the ball and the ball is in contact with the table.	The cup is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the water and the water is touching the chair.	The cup is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the water and the water is touching the chair.	The cup is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the water and the water is in contact with the chair.	The cup is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the water and the water is in contact with the chair.	The cup is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the water and the water is touching the chair.	The cup is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the water and the water is touching the chair.	The cup is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the water and the water is in contact with the chair.	The cup is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the water and the water is in contact with the chair.	The cup is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the water and the water is touching the ball.	The cup is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the water and the water is touching the ball.	The cup is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the water and the water is in contact with the ball.	The cup is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the water and the water is in contact with the ball.	The cup is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the water and the water is touching the ball.	The cup is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the water and the water is touching the ball.	The cup is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the water and the water is in contact with the ball.	The cup is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the water and the water is in contact with the ball.	The cup is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the water and the water is touching the table.	The cup is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the water and the water is touching the table.	The cup is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the water and the water is in contact with the table.	The cup is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the water and the water is in contact with the table.	The cup is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the water and the water is touching the table.	The cup is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the water and the water is touching the table.	The cup is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the water and the water is in contact with the table.	The cup is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the water and the water is in contact with the table.	The cup is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the table and the table is touching the chair.	The cup is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the table and the table is touching the chair.	The cup is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the table and the table is in contact with the chair.	The cup is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the table and the table is in contact with the chair.	The cup is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the table and the table is touching the chair.	The cup is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the table and the table is touching the chair.	The cup is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the table and the table is in contact with the chair.	The cup is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the table and the table is in contact with the chair.	The cup is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the table and the table is touching the ball.	The cup is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the table and the table is touching the ball.	The cup is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the table and the table is in contact with the ball.	The cup is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the table and the table is in contact with the ball.	The cup is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the table and the table is touching the ball.	The cup is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the table and the table is touching the ball.	The cup is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the table and the table is in contact with the ball.	The cup is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the table and the table is in contact with the ball.	The cup is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the table and the table is touching the water.	The cup is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the table and the table is touching the water.	The cup is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the table and the table is in contact with the water.	The cup is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is touching the table and the table is in contact with the water.	The cup is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the table and the table is touching the water.	The cup is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the table and the table is touching the water.	The cup is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the table and the table is in contact with the water.	The cup is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The cup is in contact with the table and the table is in contact with the water.	The cup is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the chair and the chair is touching the ball.	The water is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the chair and the chair is touching the ball.	The water is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the chair and the chair is in contact with the ball.	The water is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the chair and the chair is in contact with the ball.	The water is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the chair and the chair is touching the ball.	The water is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the chair and the chair is touching the ball.	The water is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the chair and the chair is in contact with the ball.	The water is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the chair and the chair is in contact with the ball.	The water is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the chair and the chair is touching the cup.	The water is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the chair and the chair is touching the cup.	The water is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the chair and the chair is in contact with the cup.	The water is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the chair and the chair is in contact with the cup.	The water is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the chair and the chair is touching the cup.	The water is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the chair and the chair is touching the cup.	The water is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the chair and the chair is in contact with the cup.	The water is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the chair and the chair is in contact with the cup.	The water is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the chair and the chair is touching the table.	The water is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the chair and the chair is touching the table.	The water is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the chair and the chair is in contact with the table.	The water is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the chair and the chair is in contact with the table.	The water is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the chair and the chair is touching the table.	The water is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the chair and the chair is touching the table.	The water is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the chair and the chair is in contact with the table.	The water is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the chair and the chair is in contact with the table.	The water is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the ball and the ball is touching the chair.	The water is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the ball and the ball is touching the chair.	The water is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the ball and the ball is in contact with the chair.	The water is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the ball and the ball is in contact with the chair.	The water is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the ball and the ball is touching the chair.	The water is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the ball and the ball is touching the chair.	The water is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the ball and the ball is in contact with the chair.	The water is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the ball and the ball is in contact with the chair.	The water is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the ball and the ball is touching the cup.	The water is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the ball and the ball is touching the cup.	The water is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the ball and the ball is in contact with the cup.	The water is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the ball and the ball is in contact with the cup.	The water is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the ball and the ball is touching the cup.	The water is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the ball and the ball is touching the cup.	The water is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the ball and the ball is in contact with the cup.	The water is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the ball and the ball is in contact with the cup.	The water is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the ball and the ball is touching the table.	The water is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the ball and the ball is touching the table.	The water is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the ball and the ball is in contact with the table.	The water is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the ball and the ball is in contact with the table.	The water is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the ball and the ball is touching the table.	The water is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the ball and the ball is touching the table.	The water is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the ball and the ball is in contact with the table.	The water is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the ball and the ball is in contact with the table.	The water is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the cup and the cup is touching the chair.	The water is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the cup and the cup is touching the chair.	The water is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the cup and the cup is in contact with the chair.	The water is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the cup and the cup is in contact with the chair.	The water is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the cup and the cup is touching the chair.	The water is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the cup and the cup is touching the chair.	The water is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the cup and the cup is in contact with the chair.	The water is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the cup and the cup is in contact with the chair.	The water is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the cup and the cup is touching the ball.	The water is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the cup and the cup is touching the ball.	The water is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the cup and the cup is in contact with the ball.	The water is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the cup and the cup is in contact with the ball.	The water is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the cup and the cup is touching the ball.	The water is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the cup and the cup is touching the ball.	The water is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the cup and the cup is in contact with the ball.	The water is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the cup and the cup is in contact with the ball.	The water is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the cup and the cup is touching the table.	The water is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the cup and the cup is touching the table.	The water is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the cup and the cup is in contact with the table.	The water is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the cup and the cup is in contact with the table.	The water is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the cup and the cup is touching the table.	The water is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the cup and the cup is touching the table.	The water is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the cup and the cup is in contact with the table.	The water is touching the table.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the cup and the cup is in contact with the table.	The water is in contact with the table.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the table and the table is touching the chair.	The water is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the table and the table is touching the chair.	The water is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the table and the table is in contact with the chair.	The water is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the table and the table is in contact with the chair.	The water is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the table and the table is touching the chair.	The water is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the table and the table is touching the chair.	The water is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the table and the table is in contact with the chair.	The water is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the table and the table is in contact with the chair.	The water is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the table and the table is touching the ball.	The water is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the table and the table is touching the ball.	The water is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the table and the table is in contact with the ball.	The water is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the table and the table is in contact with the ball.	The water is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the table and the table is touching the ball.	The water is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the table and the table is touching the ball.	The water is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the table and the table is in contact with the ball.	The water is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the table and the table is in contact with the ball.	The water is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the table and the table is touching the cup.	The water is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the table and the table is touching the cup.	The water is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the table and the table is in contact with the cup.	The water is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is touching the table and the table is in contact with the cup.	The water is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the table and the table is touching the cup.	The water is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the table and the table is touching the cup.	The water is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the table and the table is in contact with the cup.	The water is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The water is in contact with the table and the table is in contact with the cup.	The water is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the chair and the chair is touching the ball.	The table is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the chair and the chair is touching the ball.	The table is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the chair and the chair is in contact with the ball.	The table is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the chair and the chair is in contact with the ball.	The table is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the chair and the chair is touching the ball.	The table is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the chair and the chair is touching the ball.	The table is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the chair and the chair is in contact with the ball.	The table is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the chair and the chair is in contact with the ball.	The table is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the chair and the chair is touching the cup.	The table is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the chair and the chair is touching the cup.	The table is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the chair and the chair is in contact with the cup.	The table is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the chair and the chair is in contact with the cup.	The table is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the chair and the chair is touching the cup.	The table is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the chair and the chair is touching the cup.	The table is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the chair and the chair is in contact with the cup.	The table is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the chair and the chair is in contact with the cup.	The table is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the chair and the chair is touching the water.	The table is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the chair and the chair is touching the water.	The table is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the chair and the chair is in contact with the water.	The table is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the chair and the chair is in contact with the water.	The table is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the chair and the chair is touching the water.	The table is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the chair and the chair is touching the water.	The table is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the chair and the chair is in contact with the water.	The table is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the chair and the chair is in contact with the water.	The table is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the ball and the ball is touching the chair.	The table is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the ball and the ball is touching the chair.	The table is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the ball and the ball is in contact with the chair.	The table is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the ball and the ball is in contact with the chair.	The table is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the ball and the ball is touching the chair.	The table is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the ball and the ball is touching the chair.	The table is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the ball and the ball is in contact with the chair.	The table is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the ball and the ball is in contact with the chair.	The table is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the ball and the ball is touching the cup.	The table is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the ball and the ball is touching the cup.	The table is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the ball and the ball is in contact with the cup.	The table is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the ball and the ball is in contact with the cup.	The table is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the ball and the ball is touching the cup.	The table is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the ball and the ball is touching the cup.	The table is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the ball and the ball is in contact with the cup.	The table is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the ball and the ball is in contact with the cup.	The table is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the ball and the ball is touching the water.	The table is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the ball and the ball is touching the water.	The table is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the ball and the ball is in contact with the water.	The table is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the ball and the ball is in contact with the water.	The table is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the ball and the ball is touching the water.	The table is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the ball and the ball is touching the water.	The table is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the ball and the ball is in contact with the water.	The table is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the ball and the ball is in contact with the water.	The table is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the cup and the cup is touching the chair.	The table is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the cup and the cup is touching the chair.	The table is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the cup and the cup is in contact with the chair.	The table is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the cup and the cup is in contact with the chair.	The table is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the cup and the cup is touching the chair.	The table is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the cup and the cup is touching the chair.	The table is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the cup and the cup is in contact with the chair.	The table is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the cup and the cup is in contact with the chair.	The table is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the cup and the cup is touching the ball.	The table is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the cup and the cup is touching the ball.	The table is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the cup and the cup is in contact with the ball.	The table is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the cup and the cup is in contact with the ball.	The table is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the cup and the cup is touching the ball.	The table is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the cup and the cup is touching the ball.	The table is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the cup and the cup is in contact with the ball.	The table is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the cup and the cup is in contact with the ball.	The table is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the cup and the cup is touching the water.	The table is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the cup and the cup is touching the water.	The table is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the cup and the cup is in contact with the water.	The table is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the cup and the cup is in contact with the water.	The table is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the cup and the cup is touching the water.	The table is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the cup and the cup is touching the water.	The table is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the cup and the cup is in contact with the water.	The table is touching the water.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the cup and the cup is in contact with the water.	The table is in contact with the water.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the water and the water is touching the chair.	The table is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the water and the water is touching the chair.	The table is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the water and the water is in contact with the chair.	The table is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the water and the water is in contact with the chair.	The table is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the water and the water is touching the chair.	The table is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the water and the water is touching the chair.	The table is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the water and the water is in contact with the chair.	The table is touching the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the water and the water is in contact with the chair.	The table is in contact with the chair.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the water and the water is touching the ball.	The table is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the water and the water is touching the ball.	The table is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the water and the water is in contact with the ball.	The table is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the water and the water is in contact with the ball.	The table is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the water and the water is touching the ball.	The table is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the water and the water is touching the ball.	The table is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the water and the water is in contact with the ball.	The table is touching the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the water and the water is in contact with the ball.	The table is in contact with the ball.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the water and the water is touching the cup.	The table is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the water and the water is touching the cup.	The table is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the water and the water is in contact with the cup.	The table is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is touching the water and the water is in contact with the cup.	The table is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the water and the water is touching the cup.	The table is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the water and the water is touching the cup.	The table is in contact with the cup.	contradiction	distance	gen_distance_transitivity_negative
The table is in contact with the water and the water is in contact with the cup.	The table is touching the cup.	contradiction	distance	gen_distance_transitivity_negative
